JbGkU,orRIx
Khách Sạn có hệ thống An Ninh Tốt,"Nhân dịp nghỉ hè vừa qua, tôi cùng gia đình có tổ chức đi du lịch tại thành phố biển NhaTrang và đã chọn khách sạn Havana làm nơi nghỉ chân. Trong lúc cả gia đình đang ăn sáng tại nhà hàng tầng 2 tôi sơ ý để cháu chạy đi đâu mất. Cả nhà tôi tìm mãi mà không thấy cháu ở đâu. Tôi rất lo lắng và đến báo với bộ phận lễ tân, nhân viên lễ tân tiếp đón tôi rất vui vẻ và trấn an tinh thần tôi đồng thời gọi điện cho bộ phận an ninh khách sạn, chưa đầy 10 phút các anh đã tìm thấy cháu đang ở tầng 38.Tôi xin chân thành cảm ơn lãnh đạo và bộ phận an ninh khách sạn đã cho tôi một cảm giác an tâm khi tới nghỉ tại khách sạn Havana thành phố biển Nha Trang. Đây,đúng là một kỳ nghỉ hè thật tuyệt vời và đáng nhớ. Hẹn một ngày không xa chúng tôi sẽ quay lại cùng nhiều người thân và bạn bè đến đây để tận hưởng tiếp những kỳ nghỉ thú vị. Chúc các bạn ngày một thành công hơn."
Rất thích thái độ phục vụ của nhân viên tại Havana,"Tôi đã đi nhiều khách sạn ở châu Á nhưng ở Havana tôi có ấn tượng đặc biệt tốt về nhân viên phục vụ trong khách sạn. Dù bạn đi bất kỳ đâu, gặp bất kỳ ai, từ nhân viên bảo vệ, đến lễ tân, nhân viên dọn phòng, spa....bạn đều được đón tiếp bằng nụ cười thân thiện và thái độ vô cùng tận tâm, lịch sự. Họ không quá vồn vã và vồ vập, tất cả đều nhẹ nhàng và tạo cảm giác thoải mái dễ chịu cho khách hàng. Phòng tôi ở có vấn đề về hệ thống vòi hoa sen, tôi đã gọi xuống lễ tân khách sạn và chưa đầy 10f sau, nhân viên đã có mặt để giải quyết sự cố này cho chúng tôi. Cả gia đình tôi đã có 1 kỳ nghỉ dưỡng tuyệt vời tại Havana."
Khách Sạn tuyệt vời nhất ở Nha Trang,"Tôi đã đến Nha Trang nhiều lần, nghỉ ở nhiều khách sạn khác nhau. nhưng khách sạn Havana đã để lại cho tôi ấn tượng tốt nhất bởi giá cả hợp lý và phong cách phục vụ cực kỳ chuyên nghiệp, than thiện. ở đây bữa ăn sáng rất nhiều món không thể chê vào đâu được, phòng bố trí gọn và ấm áp, view nhìn thẳng ra biển, đặc biệt là hồ bơi rất sạch và đẹp."
Tuyet Voi,"Khach san nam o vi tri dep, chat luong phuc vu  tot, truoc mat la Club Havana, ben trai co cho dem Yasaka. Tuy nhien khach san nam ngay mat duong Tran Phu, khong thich hop cho nhung nguoi thich yen tinh, nghi duong hoac cho cap doi nghi tuan trang mat."
Hài lòng,"Phòng ốc rộng rãi, thoáng mát, view nhìn ra thẳng ra biển. KS có bãi biển riêng, đặc biệt có đường hầm nối ra biển nên không cần phải đi qua đường. Bể bơi rộng, sạch sẽ, đồ ăn hơi đắt. Nhân viên thân thiện chuyên nghiệp"
Dịch vụ tốt,"Mình đã có cơ hội ở khách sạn Havana trong chương trình team building của công ty. Từ tầng 41 nhìn ra toàn cảnh thành phố Nha Trang về buổi đêm thật tuyệt. Phòng ốc rộng rãi, sạch sẽ. Khi check out, tôi có để quên đồ vật dụng cá nhân nhỏ ở phòng và nhân viên khách sạn đã liên hệ và gửi kịp trả lại trước khi lên máy bay. Điểm trừ duy nhất là nước hồ bơi ở tầng 5 vào buổi sáng hơi lạnh. Tuy nhiên vẫn rất hài lòng với dịch vụ của khách sạn. Chúc các bạn ngày một thành công hơn."
Khach san tuyet voi,"Lần đầu tiên cả 4 thành viên gia đình có mặt tại biển Nha Trang vì lý do được theo bà xã đi họp.Mới sau Tết nguyên đán nên khách sạn đỡ căng thẳng hơn,thế mà vào 38 Trần Phú thấy khách ra vào nhộn nhịp,thì ra giá mở cho khách sạn khai trương.Ở đây cảm thấy mình oách hơn vì khách sạn mới hoành tráng và đẹp.Cu Bo và Cu Beo nhà mình táy máy rủ nhau nghịch nướcở cái bể nước tràn mặt tiền khách sạn,liền bị chú bảo vệ chạy đến ngăn lại,nhưng mà thái độ rất tử tế,tươi cười nên ai cũng vui vẻ.Không những bảo vệ mà những nhân viên ở tiếp tân và nhà ăn cũng rất chu đáo.Khách sạn mới và như vậy là rất ổn. Chắc thời gian này các bạn đã làm thêm được nhiều rồi.Chúc khách sạn nhanh chóng hoạt động đầy đủ và các bạn nhân viên thân thiện mạnh khỏe, hạnh phúc."
Khách sạn hoành tráng,"Tôi hay có dịp đi công tác ở Nha Trang, từ đầu năm đến nay đã đến 2 lần và đều ở Havana 38 Trần Phú, khách sạn KHỦNG cao ngất ngưởng và rất đẹp. Phải nói là ngắm biển từ trên cáo quá mỹ mãn. Nghe nói khi toan tất hết thì có khoảng 1000 phòng, công nhận là chủ khách sạn có chiến lược táo bạo và nắm bắt được nhu cầu du lịch tăng cao ở Nha Trang trong những năm gần đây. Được giới thiệu có VIP lounge ở tầng 40 nhưng lúc tôi ra là tháng 4 thì chưa xong. Nếu xong thì chắc đắt hàng nữa, vì thấy 3 mặt kính nhìn khắp 3 mặt bắc/đông/nam cực hay, cảnh đẹp quá. Giá phòng thì do công ty đặt nên chưa hỏi rõ. Cùng 5 sao nhưng nếu đừng quá đắt như các khách sạn 4-5 sao khác ở Nha Trang thì người trung bình cũng ở được và người đầu tư ở 38 Trần Phú sẽ thành công."
Rất tốt,"Mình không có gì phàn nàn cả chỉ là không có skybar và vip lounge, nên mỗi tối phải đi bộ qua sheraton để dùng những dịch vụ đó. View bên havana đẹp hơn nên nếu havana có sky nơi để ban đem lên ngắm cảnh uống nước thì chắc chắn sẽ quay lại."
Tuyệt vời,"Đây là lần thứ 2 mình đến Havana Nha Trang. Lần đầu tiên mình ở khách sạn này khi đi dự buổi hội thảo của công ty tổ chức. Lần này khi quay lại Nha Trang cùng gia đình, mình lại chọn KS Havana và vẫn rất hài lòng. Dịch vụ của Havana rất đa dạng từ gym, bể bơi, spa đến nhà hàng và bar. Buffet khách sạn khá ổn, đầy đủ cả món tây và món ta. View nhà hàng ở trên tầng cao đẹp vô cùng. Khi đi ra biển, khách sạn có 1 đường hầm nối liền với bãi biển, an toàn cho gia đình và trẻ em. Có điểm trừ là trang trí đường hầm không có gì đặc biệt, thậm chí theo ý kiến cá nhân của mình là hơi xấu. Dưới đường hầm có 1 bar mình khá thích. Đợt gia đình mình đi khách sạn hơi đông, nhiều lúc rất mất thời gian chờ thang máy. Được cái nhân viên khách sạn nice vô cùng khiến khách cảm thấy rất thoải mái khi ở. Chỉ những hành động hay cử chỉ nho nhỏ của nhân viên thôi nhiều khi cũng khiến mình rất trân trọng vì không mấy khách sạn được chu đáo như vậy."
khách sạn tốt so với giá,"Từ trước đến nay đi nghỉ rất ngại khách sạn 5 sao vì giá cả quá đắt, mà vào chỉ ở là chính thôi chứ đâu sử dụng hết mọi thứ trong đó. Tháng trước tôi vào Nha Trang chọn ở khách sạn HAVANA thấy thoải mái vô cùng vì giá phòng rẻ hẳn mà mọi thứ đều lung linh chứ đâu có thường đâu. phòng ở tiện nghi, rộng rãi, sạch và có view biển, đặt biệt phòng tắm có thể ngắm biển nhe. Từ tầng 35 nhìn ra biển, mọi người thử đi cảm giác thú vị lắm!!! Đồ ăn ở đây không ngọt đường nên dễ ăn, có mấy món bún nước ngon ghê. Mọi người nếu đi nghỉ thì không nên quá tốn tiền vào ở khách sạn ""tên tuổi"" làm gì. HAVANA tên có vẻ mới nhưng tôi thấy rất tốt và giúp mình tiết kiệm đúng cách. Xin chia sẽ với mọi người."
Cái nhìn đầu tiên,"Có dịp đi cùng gia đình đi du lịch tại Nha Trang và ở tại ks Havana nha trang. Từ sảnh ks có thể nhìn thấy mặt biển rất gần, lên phòng nằm trên ghế thư giãn nhìn ra biển cảm giác như đang ở trên biển. Đợt này cả nhà ra không lo thức ăn cho mẹ vì ở tầng 2 co nhiều món rau sạch và rất ngon. Nhân viên rất tận tình. Kỳ nghỉ hết nhanh quá, thích Nha Trang và sẽ quay lại ks Havana nha trang."
Sẽ quay trở lại khách sạn nếu có dịp.,"Mặc dù chỉ lưu lại 1 đêm ở khách sạn Havana Nha Trang, thành phố Nha Trang nhưng tôi đã có kỳ nghỉ rất ấn tượng. Thích nhất là hồ bơi rộng nhìn dược toàn cảnh biển Nha Trang với con đường Trần Phú từ tầng 5 của hồ bơi. Hồ bơi rộng, được che nắng 1/2, độ sâu 1m4 rất an toàn. Buffet sáng rất ngon và lịch sự, xứng đáng đẳng cấp 5 sao. Tuy nhiên bờ biển sâu, sóng mạnh và cát lún nên bơi biển cảm thấy không an toàn, nhất là đối với trẻ nhỏ. Vị trí khách sạn rất trung tâm, thích hợp cho việc vui chơi buổi tối. Tôi sẽ quay trở lại Havana Nha Trang khi có dịp đến Nha Trang."
