JbGkU,orRIx
Nơi của những nụ cười ❤️,"Sau chuỗi ngày khá căng thẳng vì công việc, thì đây là 1 kỳ nghỉ mà tôi rất mong chờ. Đợt này chủ yếu chúng tôi chỉ muốn nghỉ ngơi, loanh quanh ở Resort chứ cũng ko có kế hoạch đi xa. Một chuyến đi kỷ niệm 5 năm ngày cưới (28/10/2017 - 28/10/2022) Vì là kỷ niệm ngày cưới. Nên khi đặt phòng chồng tôi cũng hỏi rất kỹ về phòng gia đình và những khu vui chơi cho trẻ em cùng các hoạt động cho con trai 4 tuổi của tôi, cũng nói luôn mục đích kỳ nghỉ để khách sạn chuẩn bị. Và đây là những điều chúng tôi nhận đc(Xin lỗi vì nếu tôi có không nhớ đc hết tên các bạn)- Các bạn ở tiền sảnh cực kỳ dễ thương, bạn CI thì nhanh chóng, bạn hỗ trợ hành lý thì chuyên nghiệp, có 2 cô gái người Hàn Quốc còn dạy con tôi cách thả tim. Làm trái tim bằng tay và nói chuyện với con tôi. Làm bạn ấy quên đi mệt mỏi với quãng đường đèo lắt léo mà chúng tôi vừa đi. ❤️- Chị Phương Ái, quản lý thì luôn tươi cười. Luôn chào đón và chị ấy có bảo với gia đình tôi nếu cần gì thì ch luôn sẵn sàng trợ giúp. Chị ấy có một nguồn năng lượng cực kỳ tích cực từ ánh mắt , nụ cười và phong thái nói chuyện tự tin, khiến người khác cảm thấy yên tâm và tin tưởng -Nhân viên của chị Ái rất ngoan, cô gái đưa chúng tôi về phòng cực kỳ nhiệt tình. Cảm giác bạn ấy biết mọi ngóc ngách ở nơi này. Bạn ấy lưu ý cho chúng tôi giờ nào cần đóng cửa để không làm ảnh hưởng đến cuộc sống của bầy khỉ. Bạn ý kể về những con Vooc đầy hào hứng. Rất thú vị khi lắng nghe. -  Chồng tôi có note với đặt phòng rằng chúng tôi đi kỷ niệm ngày cưới. Muốn tạo bất ngờ cho tôi, nhưng khi bước vào phòng. Chính chồng tôi cũng ngạc nhiên và bất ngờ khi các bạn ko chỉ chúc mừng ngày cưới của chúng tôi. Mà còn chúc mừng sinh nhật tôi nữa, (sinh nhật tôi mới qua ko lâu, nhưng tôi thực sự đã tắt thông tin về ngày sinh trên tất cả các nền tảng mạng xã hội mà tôi đang dùng cách đây vài năm) bằng một cách thần kỳ nào đó. Các bạn vẫn biết để chúc mừng. Wow, điều này chúng tôi đều chưa nghĩ tới.  - Kid Club : Xin cảm ơn 2 bạn Linh và Trâm đã cực kỳ kiên nhẫn với con trai tôi trong suốt 3 ngày ở đây. Không ngày nào là bạn ấy ko đòi qua Kid Club chơi, các bạn thực sự yêu trẻ con. Cực kỳ kiên nhẫn. Yêu nghề và sáng tạo. Tôi thấy con tôi có những chiến lợi phẩm khác nhau mỗi lần từ Kid Club về ( Khi thì cái mũ hình ng nhện, khi thì tranh tô màu. Khi thì cái quạt hình Among Us (thực sự tôi cũng ko rõ về nhân vật hoạt  hình này, nhưng con trai tôi và 2 bạn nhân viên thì biết rất rõ) đặc biệt là hình vẽ Among Us màu đỏ trên cánh tay, khi đi bơi bị nhòe mất mà bạn ý mếu máo nguyên 1 buổi tối rồi đến hôm sau lại nhất quyết đến để nhờ cô vẽ lại. Cảm ơn 2 bạn ❤️ nhờ các bạn mà 2 vợ chồng tôi yên tâm gửi bạn nhỏ để đi dạo dọc biển- Các anh chở xe điện: cảm ơn các anh khi đã rất rón rén và nhẹ nhàng chở nhà tôi qua các tấm giảm tốc. Đã luôn có mặt nhanh chóng khi chúng tôi gọi xe mọi lúc.- Những cô gái ở cáp treo : Vì lý do thiên tai, nên tôi có nghe nói. 1 đoạn đường ngắn về phòng tôi hiện đang thi công. Nên chúng tôi có chuyển sang đi cap 1 đoạn. Tôi thấy việc này cũng làm tăng trải nghiệm thú vị của gia đình tôi. Các bạn giữ thang luôn nhẹ nhàng. Nhiệt tình. Chào đón và tươi cười với chúng tôi, mọi lúc. Kể cả khi tôi trở về vào đêm tối.- Các anh ở bãi biển và bể bơi : ngoài việc làm sạch bờ biển, trông nom khách hàng bơi và chơi trên cát, chuẩn bị khăn cho gia đình tôi thì còn là những thợ ảnh chuyên nghiệp, tôi đoán. Những bức ảnh đông người xinh đẹp của các khách khác. Cũng từ tay các anh mà ra. Vì chúng tôi cũng có những bức hình như vậy.Nhà hàng ăn sáng : ngoài việc tất cả các bạn đều nhiệt tình. Luôn hỏi về giấc ngủ của chúng tôi thế nào. Luôn hỏi chúng tôi dùng bữa ra sao thì xin cảm ơn đến 2 nhân vật (xin lỗi vì tôi ko nhớ tên. Nhưng ấn tượng về mọi người thì tôi luôn nhớ)Một là chị đầu bếp đậm người đứng tại quầy phở, khi tôi order 1 bát phở cho em bé, chị ấy đã cắt nhỏ thịt và phở ra để bạn nhà tôi tự xúc ngon lành. Con trai tôi còn rủ tôi ra để cảm ơn bác vì đã nấu phở cho con. Tiếp nữa là anh nhân viên, trong 2 ngày chúng tôi dùng bữa, các bàn bên ngoài cửa luôn có ng ngồi hết. Hơn nữa, tôi đoán còn 1 danh sách các khách đăng ký chờ. Nên tôi cũng định về phòng khi dùng bữa xong. Thì khi ra đến cửa nhà hàng, bạn ý có chạy theo và hỏi nếu chúng tôi muốn ngồi và chụp hình ở đó vì có 1 bàn họ mới dùng xong. Quả thực quá đáng yêu. Vì bàn bên ngoài của các bạn quá đẹp. Thực sự chúng tôi đã có những bức ảnh đáng nhớ để khoe với bạn bè - Chị Phương, tôi nhớ tên chị vì chị ấy có 1 lượng kiến thức cực kỳ sâu về những bức tranh của Mr. Bill Bensley, chị ấy nhiệt tình và kể về những bức tranh đó như thể một câu chuyện truyền cảm hứng. Cảm ơn chị đã dành thời gian cho chúng tôiXin cảm ơn anh chị dọn phòng. Tôi đã khá áy náy khi note lại 1 tờ giấy trc khi ra ngoài rằng bạn nhà tôi nghịch ngợm nên đã lỡ làm bẩn chiếc ghế ở bàn làm việc. Mong anh chị giúp đỡ. Và khi quay về, lúc nào cũng vậy. Phòng của tôi luôn chỉn chu và mới mẻ.- Nụ cười và câu Xin Chào : dù các bạn có bịt bao nhiêu lớp khẩu trang thì chắc chắn tôi và mọi người vẫn sẽ nhận ra nụ cười trong ánh mắt của các bạn, ko thể giấu được. Và tôi nhìn thấy nụ cười ở mọi nơi, tất cả mọi người mà tôi tiếp xúc, ngay cả những cô chú anh chị chăm sóc cây( tôi đoán vậy vì họ mặc áo màu xanh, bịt kín mặt mũi với cái nón nhấp nhô trong đám lá, chỉ hở ra có 2 con mắt) Tôi vẫn thấy đc nụ cười và nghe đc câu chào của họ. Tất cả những ai đi ngược chiều tôi họ đều thế. Tôi định đếm xem 1 ngày tôi nhân đc bao nhiêu câu chào. Nhưng nhiều quá. Tôi ko đếm nổi. Điều này thật sự tuyệt vời quá.Tôi có dịp ở một số nơi mà Mr. Bill Bensley thiết kế (Sapa, Hà Nội, Đà Nẵng) chắc ko cần khen đẹp nữa vì bao nhiêu mỹ từ để miêu tả. Tôi thấy ng ta dùng hết rồi. Chỉ muốn nói chung lại, Nơi đây sống trong thiên nhiên, tiện nghi đầy đủ. Con người quá tuyệt vời như thế này, chúc các bạn mãi thành công.Còn tôi, tôi đã có một kỳ nghỉ ko thể tuyệt vời hơn.Nếu có góp ý, tôi xin góp ý 1 điểm.Đó là cái cân. Cân tôi thì quá nặng mà cân chồng và con trai tôi thì lại quá nhẹ , nên tôi nghĩ cái cân rất có lỗi với tôi 🤣"
Khu vui chơi,"Khách sạn có cả một khu vui chơi to và đẹp cho các cháu nhỏ, đồ chơi sách truyện không thiếu, đi du lịch có nơi như thế này người lớn đỡ được phần nào, các cô cũng vui tính dễ thương, nói chuyện với cô Tú rất thú vị, có cô Linh chơi với các cháu cũng rất nhiệt tình, tôi đỡ vất vả, cảm ơn các cô"
Intercon Đà Nẵng số 1 Việt Nam,"Gia đình tôi ở 3 ngày tại tầng sky, thời tiết những ngày trước bão không chiều lòng người cho lắm nhưng dịch vụ thì trên cả tuyệt vời.Thức ăn tại các nhà hàng Citron và Barefoot rất chất lượng, giá cả khá cao nhưng tôi rất hài lòng, bữa sáng buffet nhiều món ăn đa dạng và hợp khẩu vị, nhà hàng Pháp rất đẹp nhưng chưa có cơ hội dùng bữa, tôi chỉ đi tham quan và rất háo hức nếu có cơ hội lần sau.Ngoài ra nhà hàng Long bar dưới tầng sea cũng có nhiều lựa chọn, ghế ngồi hơi bất tiện, nhưng nằm nghỉ và chill ở sofa thì rất là thích, chụp hình cũng rất đẹp. Anh Chanh ngoài hồ bơi chụp hình rất đẹp, nhiệt tình giúp đỡ khách. Hồ bơi cho trẻ nếu như có thêm cầu trượt nước thì sẽ tuyệt vời hơn. Hồ bơi Long pool dành cho người lớn rộng view đẹp. Nếu có con nhỏ thì moii người nên gởi tại kid club, mình và chồng có thể đi hồ bơi mà không cần lo lắng. Khu kid club khá rộng và đẹp, thêm nhiều hoạt động, bé nhà mình rất là thích, các cô cũng rất nhiệt tình và thân thiện với trẻ, đặc biệt bạn Tú giới thiệu nhiệt tình, ba mẹ yên tâm gởi con.Ngày cuối gia đình phải đổi vé máy bay về sớm vì bão nhưng tôi rất hài lòng về chuyến đi, chắc chắn năm sau sẽ đến lại."
Kỳ nghỉ tuyệt vời tại Intercontinental Đà Nẵng,"Gia đình tôi đã có 3N2D ở tại phòng 512 - Intercontinental Đà Nẵng. Resort rất đẹp, nhiều cây xanh mát mẻ, biển yên bình hiền hoà, không khí trong lành, thức ăn rất ngon miệng. Chúng tôi đã được các bạn phục vụ rât chu đáo. Đặc biệt là bạn Quốc Nguyễn - quản lý phòng - đã sắp xếp cho gia đình tôi căn phòng rất đẹp với view biển lãng mạn, quan tâm chăm sóc gia đình tôi rất tận tình trong suốt kỳ nghỉ. Gia đình tôi nhớ mãi sự ân cần và nụ cười thân thiện của bạn. Chúng tôi rất hài lòng về kỳ nghỉ và sẽ giới thiệu cho bạn bè về nơi tuyệt vời này. Xin cảm ơn InterContinental, cảm ơn Quốc Nguyễn và xin hẹn gặp lại !"
Long Long Bar,"Nhân viên phục vụ cực kỳ nhiệt tình, chu đáo, hướng dẫn khách chi tiết tỉ mỉ ( bạn phục vụ mình tên Nguyên, mình đánh giá cao tác phong bạn này )Đồ uống ngon, hương vị chuẩn và phù hợp với từng món.."
Ơ Intercon Đà Nẵng,"Các nhân viên rất nhiệt tính, không khí rất thoải mái, đồ uống rất ngon, thiết kế rất đẹp, món ăn rất hợp với khẩu vị mình, nhạc nền rất vui, thời tiết rất mát, phong cảnh cực kỳ đẹp, nhà vệ sinh rất thoải mái."
Kid club tuyệt vời,"Kid club có nhiều hoạt động rất tuyệt vời, các gia đình nên đến trải nghiệm, các con sẽ có nhiều hoạt động để chơi còn ba mẹ thì đi chơi không cần lo lắng. Đến Kid club sẽ có cô Tú quản lý lo cho các con, có cả dịch vụ nanny cho em bé, cô Trinh làm nanny rất là tuyệt vời, chuẩn 5 sao."
Long Bar,"Cả resort mọi người rất thân thiện, chu đáo, tận tình, như bạn Nguyên ở Long Bar ạ. Ngoài ra, nội thất và cảnh ở resort rất đẹp, đồ ăn rất là vừa miệng và hoành tráng, biển cũng rất đẹp, view villa cũng như nhà hàng rất đặc sắc, có cáp đi rất lạ và tiện lợi, rất đáng để thử ạ 🥰"
Citron Sunday Brunch,"Lần thứ 2 được đến đây cùng với gia đình và bạn . Dịch vụ tuyệt vời cùng bới thưởng thức đồ ăn quá ngon , đặt biệt các bạn nhân viên nhiệt tình chu đáo ( Bạn Sương nhà hàng Citron ) đặt biệt là cảnh đẹp giúp mình có nhiều bức ảnh đẹp ! Hẹn hặp lại"
Bữa tối tuyệt vời bên gia đình,"Lần đầu đến dùng bữa tối cùng gđ tại đây bước vào cam on bạn sương  lễ tân nhà hàng barefoot  đã hướng dẫn chúng tôi rất chu đáo đưa chúng tới bạn của mình đã đặt trước các bạn thực sự làm chúng tôi ngạc nhiên.Cám ơn bạn hiền, bạn hoàng các bạn nhân viên đã quan tâm chúng tôi rất nhiều, đồ ăn tuyệt vời bữa tối quá tuyệt bên bờ biển khu nghỉ quá tuyệt vời"
Good,"Bữa ăn bãi biển tối ngày 15/9 rất ngon, phục vụ rất tuyệt vời. Rượu ngon tuyet. Phục vụ nhiệt tình từ cac bạn nhận booking, Âm nhạc, khi hau, cac ban ghe được sắp xep rat lang man. Cám ơn team đã cho gia đỉnh một tối tuyệt vời như thế."
Kid club tuyệt vời,"Các con chơi rất vui tại kid club, tôi rất yên tâm đưa các con đến mỗi ngày, lúc về các con khoe bố mẹ nhiều sản phẩm các con tự làm. Đây là một trong những khách sạn có kid club tuyệt vời nhất. Tôi gởi lời cảm ơn đến cô Tu Le, cô Trinh Do, đánh giá 5 sao"
Khu vui chơi -kid club,"Dịch vụ ân cần chu đáo , các con rất thích , tại đây các con có trải nghiệm nhiều về các  trò chơi , được giao lưu với các bạn trang lứa quốc tế , các cô Tú , Trinh , Linh rất chu đáo Khu vui chơi các con có thể độc lập tại đây được sự trông nom của các cô bố mẹ có thể yên tâm trải nghiệm dịch vụ bên ngoài"
Resort yêu thích,"Vẫn luôn hài lòng với chất lượng dịch vụ của Intercon, mình thích nhất là nhân viên luôn ân cần và quan tâm đến khách hàng, đi đến đâu các bạn cũng luôn tươi cười và hỏi thăm về kỳ nghỉ của gia đình, nếu có vấn đề gì nhỏ nhất thì các bạn cũng cố gắng giải quyết để làm hài lòng khách hàng, chồng mình chỉ nói vui về việc phòng hơi tối nhưng sau khi về phòng thì đèn đã được bắt thêm, còn được mời nước uống vì sự bất tiện cho khách, mình thấy quá là chuyên nghiệp và thấu hiểu khách hàng. Anh quản lý trên lễ tân tận tình đến hỏi thăm gia đình hàng ngày. Nên nếu đến Đà Nẵng thì phải ở Intercon, giá phòng cao nhưng chất lượng không đâu sánh bằng. Đợt này mình ở đầu tháng 8, resort đang sửa chữa, thỉnh thoảng có hơi ồn nhưng cũng không ảnh hưởng nhiều, hầu hết gia đình xuống biển chơi, thích nhất bãi biển dài đẹp riêng tư, view thấy cả resort núi và biển. Mình thích ở Intercon, các con càng thích, kids club rất là tuyệt vời, đây là khu kids club mình thấy ok nhất ở Việt Nam, các cô trong kids club không biết làm gì nhưng các con cứ thích ở chơi, lần nào đến đón cũng không muốn về, một hôm mình ở lại chơi với các con, mới biết là các cô chăm và chiều chuộng các con hết sức, có cả một danh sách các hoạt động thú vị cho các con làm, cả mình cũng được các cô mời tham gia, rồi cả mẹ lẫn con ra về với những chiếc vòng tay xinh xắn, mình còn có cả một bộ nail xịn xò, phải nói là các cô rất khéo và giỏi. Đến ngày cuối biết các con phải về sớm, cô Tú quản lý ưu tiên cho vẽ nail sớm dù không có trong lịch ngày đó, các cô thật sự rất tận tâm và yêu trẻ. Mình nhớ là có 4 cô, các con nhớ được tên cô Tú và cô Trinh, cảm ơn tất cả các cô và tất cả nhân viên của Intercon đã luôn phục vụ tận tình, Intercon luôn là resort yêu thích của mình và gia đình.Nếu đến Intercon, các bạn phải book phòng hạng Club để được hưởng trọn vẹn dịch vụ chuyên nghiệp."
